key,value,location
User_96,32.31,Zone_1
User_97,17.63,Zone_2
User_98,27.96,Zone_3
User_99,9.84,Zone_4
User_0,62.15,Zone_0
User_1,12.90,Zone_1
User_2,14.41,Zone_2
User_3,27.85,Zone_3
User_4,13.39,Zone_4
User_5,14.24,Zone_0
User_6,10.90,Zone_1
User_7,-5.00,Zone_2
User_8,1.95,Zone_3
User_9,17.01,Zone_4
User_10,23.21,Zone_0
User_11,-2.58,Zone_1
User_12,20.54,Zone_2
User_13,14.60,Zone_3
User_14,28.78,Zone_4
User_15,15.64,Zone_0
User_16,10.73,Zone_1
User_17,9.03,Zone_2
User_18,13.57,Zone_3
User_19,20.60,Zone_4
User_20,16.32,Zone_0
User_21,20.73,Zone_1
User_22,7.44,Zone_2
User_23,21.63,Zone_3
User_24,3.48,Zone_4
User_25,23.72,Zone_0
User_26,9.52,Zone_1
User_27,3.25,Zone_2
User_28,20.05,Zone_3
User_29,33.91,Zone_4
User_30,35.36,Zone_0
User_31,13.59,Zone_1
User_32,14.64,Zone_2
User_33,1.79,Zone_3
User_34,16.72,Zone_4
User_35,6.11,Zone_0
User_36,9.57,Zone_1
User_37,13.91,Zone_2
User_38,31.85,Zone_3
User_39,13.84,Zone_4
User_40,16.45,Zone_0
User_41,11.50,Zone_1
User_42,10.18,Zone_2
User_43,-0.48,Zone_3
User_44,9.20,Zone_4
User_45,19.53,Zone_0
User_46,14.39,Zone_1
User_47,6.55,Zone_2
User_48,10.09,Zone_3
User_49,12.97,Zone_4
User_50,12.48,Zone_0
User_51,-2.43,Zone_1
User_52,11.57,Zone_2
User_53,10.83,Zone_3
User_54,16.74,Zone_4
User_55,18.19,Zone_0
User_56,1.11,Zone_1
User_57,11.66,Zone_2
User_58,14.87,Zone_3
User_59,12.17,Zone_4
User_60,16.02,Zone_0
User_61,13.41,Zone_1
User_62,15.38,Zone_2
User_63,14.85,Zone_3
User_64,14.35,Zone_4
User_65,3.94,Zone_0
User_66,11.79,Zone_1
User_67,8.84,Zone_2
User_68,23.83,Zone_3
User_69,18.16,Zone_4
User_70,15.45,Zone_0
User_71,21.87,Zone_1
User_72,-2.16,Zone_2
User_73,11.60,Zone_3
User_74,29.26,Zone_4
User_75,7.66,Zone_0
User_76,-1.43,Zone_1
User_77,24.48,Zone_2
User_78,1.10,Zone_3
User_79,4.81,Zone_4
User_80,15.77,Zone_0
User_81,15.34,Zone_1
User_82,7.80,Zone_2
User_83,21.58,Zone_3
User_84,26.19,Zone_4
User_85,13.35,Zone_0
User_86,2.64,Zone_1
User_87,18.31,Zone_2
User_88,11.08,Zone_3
User_89,14.98,Zone_4
User_90,23.16,Zone_0
User_91,18.56,Zone_1
User_92,4.38,Zone_2
User_93,22.96,Zone_3
User_94,17.75,Zone_4
User_95,22.76,Zone_0
User_96,10.57,Zone_1
User_97,15.88,Zone_2
User_98,19.67,Zone_3
User_99,12.82,Zone_4
User_0,69.37,Zone_0
User_1,23.13,Zone_1
User_2,12.74,Zone_2
User_3,4.11,Zone_3
User_4,46.03,Zone_4
User_5,19.35,Zone_0
User_6,17.60,Zone_1
User_7,11.82,Zone_2
User_8,14.34,Zone_3
User_9,17.31,Zone_4
User_10,11.05,Zone_0
User_11,17.03,Zone_1
User_12,19.69,Zone_2
User_13,21.38,Zone_3
User_14,2.84,Zone_4
User_15,20.06,Zone_0
User_16,8.22,Zone_1
User_17,14.35,Zone_2
User_18,14.86,Zone_3
User_19,18.77,Zone_4
User_20,21.36,Zone_0
User_21,11.71,Zone_1
User_22,27.25,Zone_2
User_23,8.69,Zone_3
User_24,-8.46,Zone_4
User_25,19.11,Zone_0
User_26,16.49,Zone_1
User_27,24.38,Zone_2
User_28,6.63,Zone_3
User_29,25.59,Zone_4
User_30,20.00,Zone_0
User_31,2.28,Zone_1
User_32,22.27,Zone_2
User_33,10.51,Zone_3
User_34,14.89,Zone_4
User_35,18.99,Zone_0
User_36,22.51,Zone_1
User_37,18.82,Zone_2
User_38,28.88,Zone_3
User_39,33.76,Zone_4
User_40,18.25,Zone_0
User_41,18.92,Zone_1
User_42,29.92,Zone_2
User_43,-0.09,Zone_3
User_44,10.06,Zone_4
User_45,17.76,Zone_0
User_46,-2.33,Zone_1
User_47,7.34,Zone_2
User_48,6.68,Zone_3
User_49,11.90,Zone_4
User_50,14.37,Zone_0
User_51,7.33,Zone_1
User_52,11.23,Zone_2
User_53,21.05,Zone_3
User_54,16.60,Zone_4
User_55,24.90,Zone_0
User_56,17.06,Zone_1
User_57,11.69,Zone_2
User_58,27.62,Zone_3
User_59,17.51,Zone_4
User_60,15.84,Zone_0
User_61,4.24,Zone_1
User_62,11.53,Zone_2
User_63,0.62,Zone_3
User_64,20.83,Zone_4
User_65,5.04,Zone_0
User_66,8.70,Zone_1
User_67,15.17,Zone_2
User_68,17.57,Zone_3
User_69,7.39,Zone_4
User_70,22.77,Zone_0
User_71,15.98,Zone_1
User_72,10.94,Zone_2
User_73,2.71,Zone_3
User_74,5.40,Zone_4
User_75,23.33,Zone_0
User_76,12.87,Zone_1
User_77,23.91,Zone_2
User_78,11.27,Zone_3
User_79,16.41,Zone_4
User_80,11.11,Zone_0
User_81,10.10,Zone_1
User_82,20.78,Zone_2
User_83,9.70,Zone_3
User_84,30.06,Zone_4
User_85,18.03,Zone_0
User_86,8.72,Zone_1
User_87,-4.05,Zone_2
User_88,0.78,Zone_3
User_89,31.12,Zone_4
User_90,29.12,Zone_0
User_91,23.47,Zone_1
User_92,14.76,Zone_2
User_93,4.34,Zone_3
User_94,22.92,Zone_4
User_95,21.72,Zone_0
User_96,21.64,Zone_1
User_97,25.71,Zone_2
User_98,24.81,Zone_3
User_99,11.77,Zone_4
User_0,87.90,Zone_0
User_1,20.77,Zone_1
User_2,15.23,Zone_2
User_3,19.35,Zone_3
User_4,6.28,Zone_4
User_5,3.61,Zone_0
User_6,15.58,Zone_1
User_7,21.13,Zone_2
User_8,12.00,Zone_3
User_9,13.66,Zone_4
User_10,3.24,Zone_0
User_11,-1.01,Zone_1
User_12,1.63,Zone_2
User_13,16.96,Zone_3
User_14,22.85,Zone_4
User_15,16.61,Zone_0
User_16,18.74,Zone_1
User_17,18.41,Zone_2
User_18,21.26,Zone_3
User_19,8.36,Zone_4
User_20,9.23,Zone_0
User_21,25.91,Zone_1
User_22,25.72,Zone_2
User_23,10.13,Zone_3
User_24,22.46,Zone_4
User_25,10.84,Zone_0
User_26,15.32,Zone_1
User_27,23.12,Zone_2
User_28,-3.01,Zone_3
User_29,18.62,Zone_4
User_30,16.52,Zone_0
User_31,-0.07,Zone_1
User_32,24.14,Zone_2
User_33,16.29,Zone_3
User_34,14.61,Zone_4
User_35,18.25,Zone_0
User_36,4.64,Zone_1
User_37,27.06,Zone_2
User_38,9.42,Zone_3
User_39,5.39,Zone_4
User_40,12.11,Zone_0
User_41,12.35,Zone_1
User_42,11.63,Zone_2
User_43,23.92,Zone_3
User_44,6.26,Zone_4
User_45,20.79,Zone_0
User_46,6.57,Zone_1
User_47,21.68,Zone_2
User_48,13.79,Zone_3
User_49,14.67,Zone_4
User_50,4.62,Zone_0
User_51,13.99,Zone_1
User_52,16.75,Zone_2
User_53,7.21,Zone_3
User_54,4.47,Zone_4
User_55,7.70,Zone_0
User_56,13.69,Zone_1
User_57,20.34,Zone_2
User_58,5.70,Zone_3
User_59,10.14,Zone_4
User_60,15.15,Zone_0
User_61,6.28,Zone_1
User_62,13.67,Zone_2
User_63,14.15,Zone_3
User_64,20.94,Zone_4
User_65,18.59,Zone_0
User_66,11.09,Zone_1
User_67,21.11,Zone_2
User_68,25.29,Zone_3
User_69,18.89,Zone_4
User_70,5.36,Zone_0
User_71,15.02,Zone_1
User_72,8.11,Zone_2
User_73,-3.19,Zone_3
User_74,32.72,Zone_4
User_75,6.02,Zone_0
User_76,14.03,Zone_1
User_77,14.92,Zone_2
User_78,17.90,Zone_3
User_79,8.23,Zone_4
User_80,29.31,Zone_0
User_81,9.66,Zone_1
User_82,2.75,Zone_2
User_83,8.42,Zone_3
User_84,21.89,Zone_4
User_85,17.52,Zone_0
User_86,19.40,Zone_1
User_87,10.76,Zone_2
User_88,18.57,Zone_3
User_89,18.99,Zone_4
User_90,21.25,Zone_0
User_91,33.04,Zone_1
User_92,2.95,Zone_2
User_93,20.92,Zone_3
User_94,15.50,Zone_4
User_95,16.14,Zone_0
User_96,18.15,Zone_1
User_97,12.34,Zone_2
User_98,13.79,Zone_3
User_99,29.20,Zone_4
User_0,64.57,Zone_0
User_1,23.77,Zone_1
User_2,24.01,Zone_2
User_3,10.24,Zone_3
User_4,16.35,Zone_4
User_5,15.30,Zone_0
User_6,30.52,Zone_1
User_7,13.27,Zone_2
User_8,19.41,Zone_3
User_9,10.06,Zone_4
User_10,14.72,Zone_0
User_11,1.57,Zone_1
User_12,18.00,Zone_2
User_13,9.59,Zone_3
User_14,16.57,Zone_4
User_15,15.53,Zone_0
User_16,15.90,Zone_1
User_17,6.00,Zone_2
User_18,3.67,Zone_3
User_19,21.25,Zone_4
User_20,8.32,Zone_0
User_21,17.56,Zone_1
User_22,12.99,Zone_2
User_23,21.37,Zone_3
User_24,2.12,Zone_4
User_25,14.00,Zone_0
User_26,12.78,Zone_1
User_27,11.10,Zone_2
User_28,12.06,Zone_3
User_29,10.74,Zone_4
User_30,11.66,Zone_0
User_31,6.43,Zone_1
User_32,9.86,Zone_2
User_33,-8.71,Zone_3
User_34,14.57,Zone_4
User_35,16.01,Zone_0
User_36,29.90,Zone_1
User_37,12.12,Zone_2
User_38,5.05,Zone_3
User_39,1.50,Zone_4
User_40,20.04,Zone_0
User_41,18.85,Zone_1
User_42,3.83,Zone_2
User_43,21.65,Zone_3
User_44,17.69,Zone_4
User_45,8.67,Zone_0
User_46,29.19,Zone_1
User_47,7.25,Zone_2
User_48,15.56,Zone_3
User_49,5.21,Zone_4
User_50,27.15,Zone_0
User_51,19.10,Zone_1
User_52,9.70,Zone_2
User_53,4.24,Zone_3
User_54,0.68,Zone_4
User_55,10.12,Zone_0
User_56,6.39,Zone_1
User_57,14.06,Zone_2
User_58,19.88,Zone_3
User_59,12.42,Zone_4
User_60,9.00,Zone_0
User_61,19.97,Zone_1
User_62,6.06,Zone_2
User_63,4.00,Zone_3
User_64,26.85,Zone_4
User_65,20.27,Zone_0
User_66,5.69,Zone_1
User_67,16.05,Zone_2
User_68,16.60,Zone_3
User_69,11.32,Zone_4
User_70,13.93,Zone_0
User_71,24.38,Zone_1
User_72,24.51,Zone_2
User_73,9.64,Zone_3
User_74,21.32,Zone_4
User_75,22.15,Zone_0
User_76,6.73,Zone_1
User_77,26.76,Zone_2
User_78,6.75,Zone_3
User_79,10.32,Zone_4
User_80,4.14,Zone_0
User_81,16.45,Zone_1
User_82,21.75,Zone_2
User_83,18.12,Zone_3
User_84,5.73,Zone_4
User_85,11.86,Zone_0
User_86,26.93,Zone_1
User_87,12.43,Zone_2
User_88,12.05,Zone_3
User_89,16.47,Zone_4
User_90,9.49,Zone_0
User_91,16.56,Zone_1
User_92,22.69,Zone_2
User_93,9.09,Zone_3
User_94,12.76,Zone_4
User_95,7.19,Zone_0
User_96,-6.45,Zone_1
User_97,24.82,Zone_2
User_98,12.82,Zone_3
User_99,9.21,Zone_4
User_0,70.17,Zone_0
User_1,14.63,Zone_1
User_2,21.59,Zone_2
User_3,11.52,Zone_3
User_4,14.81,Zone_4
User_5,9.53,Zone_0
User_6,15.03,Zone_1
User_7,10.44,Zone_2
User_8,10.41,Zone_3
User_9,30.85,Zone_4
User_10,20.46,Zone_0
User_11,9.13,Zone_1
User_12,14.18,Zone_2
User_13,1.84,Zone_3
User_14,23.24,Zone_4
User_15,25.09,Zone_0
User_16,13.90,Zone_1
User_17,9.79,Zone_2
User_18,27.78,Zone_3
User_19,4.91,Zone_4
User_20,15.28,Zone_0
User_21,-0.14,Zone_1
User_22,12.96,Zone_2
User_23,6.49,Zone_3
User_24,5.80,Zone_4
User_25,5.24,Zone_0
User_26,28.55,Zone_1
User_27,14.73,Zone_2
User_28,13.65,Zone_3
User_29,8.73,Zone_4
User_30,13.08,Zone_0
User_31,18.52,Zone_1
User_32,17.85,Zone_2
User_33,14.94,Zone_3
User_34,6.45,Zone_4
User_35,20.14,Zone_0
User_36,5.79,Zone_1
User_37,12.57,Zone_2
User_38,19.51,Zone_3
User_39,9.83,Zone_4
User_40,4.30,Zone_0
User_41,7.06,Zone_1
User_42,18.24,Zone_2
User_43,14.62,Zone_3
User_44,15.71,Zone_4
User_45,3.88,Zone_0
User_46,2.08,Zone_1
User_47,19.96,Zone_2
User_48,13.99,Zone_3
User_49,19.45,Zone_4
User_50,2.08,Zone_0
User_51,13.45,Zone_1
User_52,39.16,Zone_2
User_53,20.21,Zone_3
User_54,14.04,Zone_4
User_55,14.37,Zone_0
User_56,11.41,Zone_1
User_57,16.72,Zone_2
User_58,27.48,Zone_3
User_59,12.55,Zone_4
User_60,18.57,Zone_0
User_61,9.01,Zone_1
User_62,5.58,Zone_2
User_63,26.65,Zone_3
User_64,22.56,Zone_4
User_65,3.45,Zone_0
User_66,10.17,Zone_1
User_67,6.23,Zone_2
User_68,27.59,Zone_3
User_69,7.59,Zone_4
User_70,23.44,Zone_0
User_71,9.26,Zone_1
User_72,24.13,Zone_2
User_73,-0.76,Zone_3
User_74,16.24,Zone_4
User_75,9.57,Zone_0
User_76,7.83,Zone_1
User_77,17.61,Zone_2
User_78,11.43,Zone_3
User_79,17.48,Zone_4
User_80,5.74,Zone_0
User_81,2.15,Zone_1
User_82,20.69,Zone_2
User_83,12.23,Zone_3
User_84,6.03,Zone_4
User_85,16.72,Zone_0
User_86,12.27,Zone_1
User_87,1.72,Zone_2
User_88,10.49,Zone_3
User_89,17.22,Zone_4
User_90,8.96,Zone_0
User_91,14.01,Zone_1
User_92,22.31,Zone_2
User_93,19.94,Zone_3
User_94,11.61,Zone_4
User_95,10.78,Zone_0
User_96,26.52,Zone_1
User_97,3.45,Zone_2
User_98,23.51,Zone_3
User_99,22.14,Zone_4
User_0,68.61,Zone_0
User_1,12.37,Zone_1
User_2,21.74,Zone_2
User_3,18.28,Zone_3
User_4,4.06,Zone_4
User_5,20.69,Zone_0
User_6,14.14,Zone_1
User_7,17.11,Zone_2
User_8,25.91,Zone_3
User_9,24.38,Zone_4
User_10,12.05,Zone_0
User_11,19.00,Zone_1
User_12,18.74,Zone_2
User_13,11.19,Zone_3
User_14,8.34,Zone_4
User_15,29.10,Zone_0
User_16,30.22,Zone_1
User_17,9.33,Zone_2
User_18,26.93,Zone_3
User_19,27.42,Zone_4
User_20,26.61,Zone_0
User_21,20.79,Zone_1
User_22,7.37,Zone_2
User_23,20.03,Zone_3
User_24,7.06,Zone_4
User_25,28.31,Zone_0
User_26,13.77,Zone_1
User_27,6.15,Zone_2
User_28,21.59,Zone_3
User_29,14.20,Zone_4
User_30,17.88,Zone_0
User_31,20.56,Zone_1
User_32,19.78,Zone_2
User_33,32.78,Zone_3
User_34,11.68,Zone_4
User_35,12.04,Zone_0
User_36,20.24,Zone_1
User_37,20.89,Zone_2
User_38,15.18,Zone_3
User_39,11.35,Zone_4
User_40,24.77,Zone_0
User_41,10.07,Zone_1
User_42,4.37,Zone_2
User_43,15.96,Zone_3
User_44,16.57,Zone_4
User_45,18.65,Zone_0
User_46,4.71,Zone_1
User_47,3.65,Zone_2
User_48,9.57,Zone_3
User_49,21.07,Zone_4
User_50,26.26,Zone_0
User_51,29.50,Zone_1
User_52,7.20,Zone_2
User_53,11.69,Zone_3
User_54,13.77,Zone_4
User_55,11.78,Zone_0
User_56,6.48,Zone_1
User_57,9.02,Zone_2
User_58,20.32,Zone_3
User_59,11.02,Zone_4
User_60,4.40,Zone_0
User_61,15.59,Zone_1
User_62,15.65,Zone_2
User_63,16.10,Zone_3
User_64,22.25,Zone_4
User_65,8.28,Zone_0
User_66,13.40,Zone_1
User_67,10.45,Zone_2
User_68,12.85,Zone_3
User_69,22.44,Zone_4
User_70,25.35,Zone_0
User_71,18.57,Zone_1
User_72,3.45,Zone_2
User_73,27.64,Zone_3
User_74,8.74,Zone_4
User_75,8.27,Zone_0
User_76,28.72,Zone_1
User_77,12.46,Zone_2
User_78,24.99,Zone_3
User_79,10.97,Zone_4
User_80,22.69,Zone_0
User_81,9.35,Zone_1
User_82,6.59,Zone_2
User_83,9.72,Zone_3
User_84,13.83,Zone_4
User_85,4.81,Zone_0
User_86,22.74,Zone_1
User_87,17.37,Zone_2
User_88,26.80,Zone_3
User_89,19.11,Zone_4
User_90,16.97,Zone_0
User_91,23.29,Zone_1
User_92,29.05,Zone_2
User_93,17.52,Zone_3
User_94,18.45,Zone_4
User_95,-0.31,Zone_0
User_96,11.86,Zone_1
User_97,25.91,Zone_2
User_98,17.72,Zone_3
User_99,13.65,Zone_4
User_0,65.22,Zone_0
User_1,22.74,Zone_1
User_2,20.25,Zone_2
User_3,4.00,Zone_3
User_4,21.65,Zone_4
User_5,17.02,Zone_0
User_6,26.93,Zone_1
User_7,4.17,Zone_2
User_8,15.67,Zone_3
User_9,15.18,Zone_4
User_10,7.75,Zone_0
User_11,10.86,Zone_1
User_12,8.65,Zone_2
User_13,8.74,Zone_3
User_14,3.08,Zone_4
User_15,3.06,Zone_0
User_16,10.84,Zone_1
User_17,1.92,Zone_2
User_18,25.11,Zone_3
User_19,15.15,Zone_4
User_20,11.13,Zone_0
User_21,5.37,Zone_1
User_22,17.01,Zone_2
User_23,16.86,Zone_3
User_24,9.67,Zone_4
User_25,21.81,Zone_0
User_26,24.75,Zone_1
User_27,18.92,Zone_2
User_28,2.73,Zone_3
User_29,15.54,Zone_4
User_30,14.61,Zone_0
User_31,15.67,Zone_1
User_32,21.03,Zone_2
User_33,18.96,Zone_3
User_34,11.09,Zone_4
User_35,12.21,Zone_0
User_36,12.39,Zone_1
User_37,15.86,Zone_2
User_38,0.54,Zone_3
User_39,12.89,Zone_4
User_40,25.47,Zone_0
User_41,30.13,Zone_1
User_42,19.23,Zone_2
User_43,13.91,Zone_3
User_44,23.21,Zone_4
User_45,27.40,Zone_0
User_46,19.94,Zone_1
User_47,4.70,Zone_2
User_48,17.26,Zone_3
User_49,16.77,Zone_4
User_50,12.26,Zone_0
User_51,19.40,Zone_1
User_52,18.67,Zone_2
User_53,4.35,Zone_3
User_54,10.90,Zone_4
User_55,17.28,Zone_0
User_56,7.87,Zone_1
User_57,9.27,Zone_2
User_58,43.79,Zone_3
User_59,17.80,Zone_4
User_60,16.79,Zone_0
User_61,19.39,Zone_1
User_62,19.86,Zone_2
User_63,12.80,Zone_3
User_64,19.16,Zone_4
User_65,8.52,Zone_0
User_66,11.67,Zone_1
User_67,18.33,Zone_2
User_68,15.40,Zone_3
User_69,27.81,Zone_4
User_70,18.11,Zone_0
User_71,7.08,Zone_1
User_72,16.60,Zone_2
User_73,-9.53,Zone_3
User_74,24.25,Zone_4
User_75,23.70,Zone_0
User_76,7.84,Zone_1
User_77,-6.33,Zone_2
User_78,15.15,Zone_3
User_79,20.10,Zone_4
User_80,9.90,Zone_0
User_81,20.00,Zone_1
User_82,13.80,Zone_2
User_83,23.78,Zone_3
User_84,13.99,Zone_4
User_85,7.92,Zone_0
User_86,-0.35,Zone_1
User_87,0.51,Zone_2
User_88,12.82,Zone_3
User_89,18.67,Zone_4
User_90,23.16,Zone_0
User_91,14.05,Zone_1
User_92,26.62,Zone_2
User_93,12.55,Zone_3
User_94,21.23,Zone_4
User_95,21.71,Zone_0
User_96,11.91,Zone_1
User_97,15.56,Zone_2
User_98,13.12,Zone_3
User_99,11.22,Zone_4
User_0,63.12,Zone_0
User_1,30.10,Zone_1
User_2,18.55,Zone_2
User_3,15.70,Zone_3
User_4,3.54,Zone_4
User_5,15.27,Zone_0
User_6,19.23,Zone_1
User_7,7.62,Zone_2
User_8,13.69,Zone_3
User_9,8.71,Zone_4
User_10,18.21,Zone_0
User_11,18.55,Zone_1
User_12,28.02,Zone_2
User_13,8.92,Zone_3
User_14,21.07,Zone_4
User_15,17.28,Zone_0
User_16,18.85,Zone_1
User_17,17.27,Zone_2
User_18,13.84,Zone_3
User_19,14.43,Zone_4
User_20,33.70,Zone_0
User_21,3.19,Zone_1
User_22,25.76,Zone_2
User_23,12.79,Zone_3
User_24,22.29,Zone_4
User_25,15.09,Zone_0
User_26,9.90,Zone_1
User_27,23.12,Zone_2
User_28,7.30,Zone_3
User_29,21.99,Zone_4
User_30,26.66,Zone_0
User_31,21.52,Zone_1
User_32,21.70,Zone_2
User_33,19.53,Zone_3
User_34,7.86,Zone_4
User_35,13.64,Zone_0
User_36,2.83,Zone_1
User_37,14.51,Zone_2
User_38,8.31,Zone_3
User_39,12.00,Zone_4
User_40,-3.09,Zone_0
User_41,-5.13,Zone_1
User_42,-4.09,Zone_2
User_43,8.25,Zone_3
User_44,18.03,Zone_4
User_45,8.05,Zone_0
User_46,11.09,Zone_1
User_47,30.37,Zone_2
User_48,23.42,Zone_3
User_49,14.91,Zone_4
User_50,23.15,Zone_0
User_51,18.95,Zone_1
User_52,11.99,Zone_2
User_53,5.75,Zone_3
User_54,21.46,Zone_4
User_55,20.87,Zone_0
User_56,16.94,Zone_1
User_57,8.85,Zone_2
User_58,-0.62,Zone_3
User_59,23.23,Zone_4
User_60,11.96,Zone_0
User_61,11.05,Zone_1
User_62,12.79,Zone_2
User_63,7.96,Zone_3
User_64,19.28,Zone_4
User_65,5.65,Zone_0
User_66,-0.10,Zone_1
User_67,28.13,Zone_2
User_68,3.88,Zone_3
User_69,8.25,Zone_4
User_70,20.87,Zone_0
User_71,14.22,Zone_1
User_72,17.20,Zone_2
User_73,4.46,Zone_3
User_74,25.80,Zone_4
User_75,29.16,Zone_0
User_76,15.40,Zone_1
User_77,28.73,Zone_2
User_78,19.04,Zone_3
User_79,15.94,Zone_4
User_80,9.11,Zone_0
User_81,11.61,Zone_1
User_82,9.12,Zone_2
User_83,9.87,Zone_3
User_84,6.62,Zone_4
User_85,9.33,Zone_0
User_86,12.53,Zone_1
User_87,22.93,Zone_2
User_88,10.96,Zone_3
User_89,14.73,Zone_4
User_90,10.22,Zone_0
User_91,16.10,Zone_1
User_92,2.18,Zone_2
User_93,22.30,Zone_3
User_94,9.19,Zone_4
User_95,26.48,Zone_0
User_96,10.02,Zone_1
User_97,19.87,Zone_2
User_98,21.75,Zone_3
User_99,23.25,Zone_4
User_0,71.10,Zone_0
User_1,17.51,Zone_1
User_2,20.15,Zone_2
User_3,23.22,Zone_3
User_4,28.90,Zone_4
User_5,16.54,Zone_0
User_6,12.39,Zone_1
User_7,16.78,Zone_2
User_8,16.87,Zone_3
User_9,20.60,Zone_4
User_10,16.53,Zone_0
User_11,29.95,Zone_1
User_12,11.58,Zone_2
User_13,26.04,Zone_3
User_14,5.47,Zone_4
User_15,8.64,Zone_0
User_16,18.64,Zone_1
User_17,0.50,Zone_2
User_18,18.04,Zone_3
User_19,15.58,Zone_4
User_20,1.93,Zone_0
User_21,7.40,Zone_1
User_22,9.34,Zone_2
User_23,7.96,Zone_3
User_24,9.46,Zone_4
User_25,17.03,Zone_0
User_26,9.66,Zone_1
User_27,29.29,Zone_2
User_28,25.04,Zone_3
User_29,19.34,Zone_4
User_30,20.10,Zone_0
User_31,14.78,Zone_1
User_32,20.10,Zone_2
User_33,-2.19,Zone_3
User_34,18.52,Zone_4
User_35,6.67,Zone_0
User_36,7.16,Zone_1
User_37,7.87,Zone_2
User_38,18.33,Zone_3
User_39,9.92,Zone_4
User_40,12.71,Zone_0
User_41,11.16,Zone_1
User_42,7.55,Zone_2
User_43,5.23,Zone_3
User_44,15.13,Zone_4
User_45,10.15,Zone_0
User_46,20.29,Zone_1
User_47,10.96,Zone_2
User_48,14.25,Zone_3
User_49,12.74,Zone_4
User_50,15.73,Zone_0
User_51,18.04,Zone_1
User_52,19.74,Zone_2
User_53,12.94,Zone_3
User_54,15.51,Zone_4
User_55,18.33,Zone_0
User_56,26.08,Zone_1
User_57,22.07,Zone_2
User_58,10.74,Zone_3
User_59,20.99,Zone_4
User_60,6.27,Zone_0
User_61,7.10,Zone_1
User_62,14.27,Zone_2
User_63,27.64,Zone_3
User_64,8.48,Zone_4
User_65,11.40,Zone_0
User_66,20.41,Zone_1
User_67,12.06,Zone_2
User_68,19.48,Zone_3
User_69,20.77,Zone_4
User_70,16.04,Zone_0
User_71,19.99,Zone_1
User_72,24.22,Zone_2
User_73,11.83,Zone_3
User_74,7.00,Zone_4
User_75,9.55,Zone_0
User_76,-3.35,Zone_1
User_77,0.75,Zone_2
User_78,21.46,Zone_3
User_79,8.48,Zone_4
User_80,4.70,Zone_0
User_81,16.59,Zone_1
User_82,4.87,Zone_2
User_83,26.35,Zone_3
User_84,21.39,Zone_4
User_85,3.96,Zone_0
User_86,21.55,Zone_1
User_87,4.89,Zone_2
User_88,30.77,Zone_3
User_89,17.34,Zone_4
User_90,15.23,Zone_0
User_91,10.50,Zone_1
User_92,12.27,Zone_2
User_93,7.32,Zone_3
User_94,10.43,Zone_4
User_95,10.84,Zone_0
User_96,9.59,Zone_1
User_97,17.32,Zone_2
User_98,5.73,Zone_3
User_99,2.11,Zone_4
User_0,64.61,Zone_0
User_1,9.18,Zone_1
User_2,-3.13,Zone_2
User_3,6.92,Zone_3
User_4,20.10,Zone_4
User_5,11.94,Zone_0
User_6,30.77,Zone_1
User_7,4.87,Zone_2
User_8,7.88,Zone_3
User_9,14.04,Zone_4
User_10,23.52,Zone_0
User_11,29.16,Zone_1
User_12,31.00,Zone_2
User_13,3.29,Zone_3
User_14,19.24,Zone_4
User_15,15.17,Zone_0
User_16,13.99,Zone_1
User_17,27.88,Zone_2
User_18,20.79,Zone_3
User_19,25.26,Zone_4
User_20,13.51,Zone_0
User_21,8.88,Zone_1
User_22,17.73,Zone_2
User_23,10.87,Zone_3
User_24,25.12,Zone_4
User_25,24.12,Zone_0
User_26,4.50,Zone_1
User_27,20.71,Zone_2
User_28,30.42,Zone_3
User_29,20.57,Zone_4
User_30,14.87,Zone_0
User_31,17.06,Zone_1
User_32,7.88,Zone_2
User_33,12.16,Zone_3
User_34,4.72,Zone_4
User_35,-3.14,Zone_0
User_36,12.53,Zone_1
User_37,10.34,Zone_2
User_38,23.48,Zone_3
User_39,27.80,Zone_4
User_40,18.50,Zone_0
User_41,17.31,Zone_1
User_42,16.89,Zone_2
User_43,20.09,Zone_3
User_44,-1.70,Zone_4
User_45,16.13,Zone_0
User_46,21.17,Zone_1
User_47,20.50,Zone_2
User_48,18.20,Zone_3
User_49,14.65,Zone_4
User_50,10.39,Zone_0
User_51,30.67,Zone_1
User_52,11.67,Zone_2
User_53,19.49,Zone_3
User_54,9.48,Zone_4
User_55,7.88,Zone_0
User_56,6.90,Zone_1
User_57,5.26,Zone_2
User_58,23.76,Zone_3
User_59,26.22,Zone_4
User_60,10.02,Zone_0
User_61,18.20,Zone_1
User_62,21.53,Zone_2
User_63,19.17,Zone_3
User_64,12.72,Zone_4
User_65,14.65,Zone_0
User_66,15.89,Zone_1
User_67,22.58,Zone_2
User_68,22.50,Zone_3
User_69,6.74,Zone_4
User_70,13.39,Zone_0
User_71,14.01,Zone_1
User_72,24.99,Zone_2
User_73,14.60,Zone_3
User_74,15.28,Zone_4
User_75,21.30,Zone_0
User_76,9.64,Zone_1
User_77,14.11,Zone_2
User_78,6.24,Zone_3
User_79,10.12,Zone_4
User_80,14.39,Zone_0
User_81,16.21,Zone_1
User_82,18.06,Zone_2
User_83,6.28,Zone_3
User_84,-1.46,Zone_4
User_85,15.14,Zone_0
User_86,-1.32,Zone_1
User_87,15.06,Zone_2
User_88,11.59,Zone_3
User_89,30.24,Zone_4
User_90,25.84,Zone_0
User_91,8.42,Zone_1
User_92,18.13,Zone_2
